"serial","f","h","g","BF","father_serial","h0","H_min","last_H_min_update","f_max","node_max"
"796","3.0","3.0","10","10","417","4.0","3.0","784","4.0","2054"
"797","3.0","3.0","10","10","417","4.0","3.0","785","4.0","2054"
"798","3.0","3.0","10","10","418","4.0","3.0","786","4.0","2054"
"799","3.0","3.0","10","10","419","4.0","3.0","787","4.0","2054"
"800","3.0","3.0","10","10","419","4.0","3.0","788","4.0","2054"
"801","3.0","3.0","10","10","419","4.0","3.0","789","4.0","2054"
"802","3.0","3.0","10","10","420","4.0","3.0","790","4.0","2054"
"803","3.0","3.0","10","10","421","4.0","3.0","791","4.0","2054"
"804","3.0","3.0","10","10","421","4.0","3.0","792","4.0","2054"
"805","3.0","3.0","10","10","422","4.0","3.0","793","4.0","2054"
"806","3.0","3.0","10","10","422","4.0","3.0","794","4.0","2054"
"807","3.0","3.0","10","10","422","4.0","3.0","795","4.0","2054"
"808","3.0","3.0","10","10","424","4.0","3.0","796","4.0","2054"
"809","3.0","3.0","10","10","424","4.0","3.0","797","4.0","2054"
"810","3.0","3.0","10","10","424","4.0","3.0","798","4.0","2054"
"811","3.0","3.0","10","10","427","4.0","3.0","799","4.0","2054"
"812","3.0","3.0","10","10","427","4.0","3.0","800","4.0","2054"
"813","3.0","3.0","10","10","428","4.0","3.0","801","4.0","2054"
"814","3.0","3.0","10","10","428","4.0","3.0","802","4.0","2054"
"815","3.0","3.0","10","10","428","4.0","3.0","803","4.0","2054"
"816","3.0","3.0","10","10","429","4.0","3.0","804","4.0","2054"
"817","3.0","3.0","10","10","430","4.0","3.0","805","4.0","2054"
"818","3.0","3.0","10","10","431","4.0","3.0","806","4.0","2054"
"819","3.0","3.0","10","10","431","4.0","3.0","807","4.0","2054"
"820","3.0","3.0","10","10","431","4.0","3.0","808","4.0","2054"
"821","3.0","3.0","10","10","433","4.0","3.0","809","4.0","2054"
"822","3.0","3.0","10","10","434","4.0","3.0","810","4.0","2054"
"823","3.0","3.0","10","10","435","4.0","3.0","811","4.0","2054"
"824","3.0","3.0","10","10","436","4.0","3.0","812","4.0","2054"
"825","3.0","3.0","10","10","436","4.0","3.0","813","4.0","2054"
"826","3.0","3.0","10","10","438","4.0","3.0","814","4.0","2054"
"827","3.0","3.0","10","10","438","4.0","3.0","815","4.0","2054"
"828","3.0","3.0","10","10","438","4.0","3.0","816","4.0","2054"
"829","3.0","3.0","10","10","439","4.0","3.0","817","4.0","2054"
"830","3.0","3.0","10","10","441","4.0","3.0","818","4.0","2054"
"831","3.0","3.0","10","10","442","4.0","3.0","819","4.0","2054"
"832","3.0","3.0","10","10","442","4.0","3.0","820","4.0","2054"
"833","3.0","3.0","10","10","442","4.0","3.0","821","4.0","2054"
"834","3.0","3.0","10","10","442","4.0","3.0","822","4.0","2054"
"835","3.0","3.0","10","10","442","4.0","3.0","823","4.0","2054"
"836","3.0","3.0","10","10","443","4.0","3.0","824","4.0","2054"
"837","3.0","3.0","10","10","444","4.0","3.0","825","4.0","2054"
"838","3.0","3.0","10","10","445","4.0","3.0","826","4.0","2054"
"839","3.0","3.0","10","10","446","4.0","3.0","827","4.0","2054"
"840","3.0","3.0","10","10","446","4.0","3.0","828","4.0","2054"
"841","3.0","3.0","10","10","447","4.0","3.0","829","4.0","2054"
"842","3.0","3.0","10","10","447","4.0","3.0","830","4.0","2054"
"843","3.0","3.0","10","10","447","4.0","3.0","831","4.0","2054"
"844","3.0","3.0","10","10","447","4.0","3.0","832","4.0","2054"
"845","3.0","3.0","10","10","448","4.0","3.0","833","4.0","2054"
"846","3.0","3.0","10","10","448","4.0","3.0","834","4.0","2054"
"847","3.0","3.0","10","10","448","4.0","3.0","835","4.0","2054"
"848","3.0","3.0","10","10","449","4.0","3.0","836","4.0","2054"
"849","3.0","3.0","10","10","449","4.0","3.0","837","4.0","2054"
"850","3.0","3.0","10","10","452","4.0","3.0","838","4.0","2054"
"851","3.0","3.0","10","10","452","4.0","3.0","839","4.0","2054"
"852","3.0","3.0","10","10","456","4.0","3.0","840","4.0","2054"
"853","3.0","3.0","10","10","456","4.0","3.0","841","4.0","2054"
"854","3.0","3.0","10","10","456","4.0","3.0","842","4.0","2054"
"855","3.0","3.0","10","10","456","4.0","3.0","843","4.0","2054"
"856","3.0","3.0","10","10","457","4.0","3.0","844","4.0","2054"
"857","3.0","3.0","10","10","457","4.0","3.0","845","4.0","2054"
"858","3.0","3.0","10","10","458","4.0","3.0","846","4.0","2054"
"859","3.0","3.0","10","10","458","4.0","3.0","847","4.0","2054"
"860","3.0","3.0","10","10","459","4.0","3.0","848","4.0","2054"
"861","3.0","3.0","10","10","459","4.0","3.0","849","4.0","2054"
"862","3.0","3.0","10","10","460","4.0","3.0","850","4.0","2054"
"863","3.0","3.0","10","10","461","4.0","3.0","851","4.0","2054"
"864","3.0","3.0","10","10","461","4.0","3.0","852","4.0","2054"
"865","3.0","3.0","10","10","461","4.0","3.0","853","4.0","2054"
"866","3.0","3.0","10","10","462","4.0","3.0","854","4.0","2054"
"867","3.0","3.0","10","10","463","4.0","3.0","855","4.0","2054"
"868","3.0","3.0","10","10","464","4.0","3.0","856","4.0","2054"
"869","3.0","3.0","10","10","465","4.0","3.0","857","4.0","2054"
"870","3.0","3.0","10","10","467","4.0","3.0","858","4.0","2054"
"871","3.0","3.0","10","10","467","4.0","3.0","859","4.0","2054"
"872","3.0","3.0","10","10","467","4.0","3.0","860","4.0","2054"
"873","3.0","3.0","10","10","467","4.0","3.0","861","4.0","2054"
"874","3.0","3.0","10","10","468","4.0","3.0","862","4.0","2054"
"875","3.0","3.0","10","10","468","4.0","3.0","863","4.0","2054"
"876","3.0","3.0","10","10","469","4.0","3.0","864","4.0","2054"
"877","3.0","3.0","10","10","470","4.0","3.0","865","4.0","2054"
"878","3.0","3.0","10","10","470","4.0","3.0","866","4.0","2054"
"879","3.0","3.0","10","10","471","4.0","3.0","867","4.0","2054"
"880","3.0","3.0","10","10","471","4.0","3.0","868","4.0","2054"
"881","3.0","3.0","10","10","472","4.0","3.0","869","4.0","2054"
"882","3.0","3.0","10","10","472","4.0","3.0","870","4.0","2054"
"883","3.0","3.0","10","10","473","4.0","3.0","871","4.0","2054"
"884","3.0","3.0","10","10","474","4.0","3.0","872","4.0","2054"
"885","3.0","3.0","10","10","476","4.0","3.0","873","4.0","2054"
"886","3.0","3.0","10","10","476","4.0","3.0","874","4.0","2054"
"887","3.0","3.0","10","10","477","4.0","3.0","875","4.0","2054"
"888","3.0","3.0","10","10","477","4.0","3.0","876","4.0","2054"
"889","3.0","3.0","10","10","479","4.0","3.0","877","4.0","2054"
"890","3.0","3.0","10","10","480","4.0","3.0","878","4.0","2054"
"891","3.0","3.0","10","10","480","4.0","3.0","879","4.0","2054"
"892","3.0","3.0","10","10","480","4.0","3.0","880","4.0","2054"
"893","3.0","3.0","10","10","481","4.0","3.0","881","4.0","2054"
"894","3.0","3.0","10","10","481","4.0","3.0","882","4.0","2054"
"895","3.0","3.0","10","10","481","4.0","3.0","883","4.0","2054"
"896","3.0","3.0","10","10","483","4.0","3.0","884","4.0","2054"
"897","3.0","3.0","10","10","483","4.0","3.0","885","4.0","2054"
"898","3.0","3.0","10","10","485","4.0","3.0","886","4.0","2054"
"899","3.0","3.0","10","10","485","4.0","3.0","887","4.0","2054"
"900","3.0","3.0","10","10","487","4.0","3.0","888","4.0","2054"
"901","3.0","3.0","10","10","487","4.0","3.0","889","4.0","2054"
"902","3.0","3.0","10","10","488","4.0","3.0","890","4.0","2054"
"903","3.0","3.0","10","10","488","4.0","3.0","891","4.0","2054"
"904","3.0","3.0","10","10","489","4.0","3.0","892","4.0","2054"
"905","3.0","3.0","10","10","490","4.0","3.0","893","4.0","2054"
"906","3.0","3.0","10","10","490","4.0","3.0","894","4.0","2054"
"907","3.0","3.0","10","10","490","4.0","3.0","895","4.0","2054"
"908","3.0","3.0","10","10","491","4.0","3.0","896","4.0","2054"
"909","3.0","3.0","10","10","492","4.0","3.0","897","4.0","2054"
"910","3.0","3.0","10","10","493","4.0","3.0","898","4.0","2054"
"911","3.0","3.0","10","10","493","4.0","3.0","899","4.0","2054"
"912","3.0","3.0","10","10","493","4.0","3.0","900","4.0","2054"
"913","3.0","3.0","10","10","494","4.0","3.0","901","4.0","2054"
"914","3.0","3.0","10","10","494","4.0","3.0","902","4.0","2054"
"915","3.0","3.0","10","10","495","4.0","3.0","903","4.0","2054"
"916","3.0","3.0","10","10","495","4.0","3.0","904","4.0","2054"
"917","3.0","3.0","10","10","495","4.0","3.0","905","4.0","2054"
"918","3.0","3.0","10","10","496","4.0","3.0","906","4.0","2054"
"919","3.0","3.0","10","10","496","4.0","3.0","907","4.0","2054"
"920","3.0","3.0","10","10","496","4.0","3.0","908","4.0","2054"
"921","3.0","3.0","10","10","497","4.0","3.0","909","4.0","2054"
"922","3.0","3.0","10","10","497","4.0","3.0","910","4.0","2054"
"923","3.0","3.0","10","10","497","4.0","3.0","911","4.0","2054"
"924","3.0","3.0","10","10","498","4.0","3.0","912","4.0","2054"
"925","3.0","3.0","10","10","498","4.0","3.0","913","4.0","2054"
"926","3.0","3.0","10","10","498","4.0","3.0","914","4.0","2054"
"927","3.0","3.0","10","10","501","4.0","3.0","915","4.0","2054"
"928","3.0","3.0","10","10","503","4.0","3.0","916","4.0","2054"
"929","3.0","3.0","10","10","504","4.0","3.0","917","4.0","2054"
"930","3.0","3.0","10","10","506","4.0","3.0","918","4.0","2054"
"931","3.0","3.0","10","10","506","4.0","3.0","919","4.0","2054"
"932","3.0","3.0","10","10","506","4.0","3.0","920","4.0","2054"
"933","3.0","3.0","10","10","507","4.0","3.0","921","4.0","2054"
"934","3.0","3.0","10","10","508","4.0","3.0","922","4.0","2054"
"935","3.0","3.0","10","10","509","4.0","3.0","923","4.0","2054"
"936","3.0","3.0","10","10","509","4.0","3.0","924","4.0","2054"
"937","3.0","3.0","10","10","509","4.0","3.0","925","4.0","2054"
"938","3.0","3.0","10","10","509","4.0","3.0","926","4.0","2054"
"939","3.0","3.0","10","10","509","4.0","3.0","927","4.0","2054"
"940","3.0","3.0","10","10","510","4.0","3.0","928","4.0","2054"
"941","3.0","3.0","10","10","510","4.0","3.0","929","4.0","2054"
"942","3.0","3.0","10","10","510","4.0","3.0","930","4.0","2054"
"943","3.0","3.0","10","10","511","4.0","3.0","931","4.0","2054"
"944","3.0","3.0","10","10","513","4.0","3.0","932","4.0","2054"
"945","3.0","3.0","10","10","513","4.0","3.0","933","4.0","2054"
"946","3.0","3.0","10","10","513","4.0","3.0","934","4.0","2054"
"947","3.0","3.0","10","10","513","4.0","3.0","935","4.0","2054"
"948","3.0","3.0","10","10","514","4.0","3.0","936","4.0","2054"
"949","3.0","3.0","10","10","514","4.0","3.0","937","4.0","2054"
"950","3.0","3.0","10","10","514","4.0","3.0","938","4.0","2054"
"951","3.0","3.0","10","10","514","4.0","3.0","939","4.0","2054"
"952","3.0","3.0","10","10","515","4.0","3.0","940","4.0","2054"
"953","3.0","3.0","10","10","516","4.0","3.0","941","4.0","2054"
"954","3.0","3.0","10","10","517","4.0","3.0","942","4.0","2054"
"955","3.0","3.0","10","10","517","4.0","3.0","943","4.0","2054"
"956","3.0","3.0","10","10","517","4.0","3.0","944","4.0","2054"
"957","3.0","3.0","10","10","518","4.0","3.0","945","4.0","2054"
"958","3.0","3.0","10","10","518","4.0","3.0","946","4.0","2054"
"959","3.0","3.0","10","10","519","4.0","3.0","947","4.0","2054"
"960","3.0","3.0","10","10","519","4.0","3.0","948","4.0","2054"
"961","3.0","3.0","10","10","519","4.0","3.0","949","4.0","2054"
"962","3.0","3.0","10","10","520","4.0","3.0","950","4.0","2054"
"963","3.0","3.0","10","10","523","4.0","3.0","951","4.0","2054"
"964","3.0","3.0","10","10","523","4.0","3.0","952","4.0","2054"
"965","3.0","3.0","10","10","524","4.0","3.0","953","4.0","2054"
"966","3.0","3.0","10","10","524","4.0","3.0","954","4.0","2054"
"967","3.0","3.0","10","10","524","4.0","3.0","955","4.0","2054"
"968","3.0","3.0","10","10","525","4.0","3.0","956","4.0","2054"
"969","3.0","3.0","10","10","525","4.0","3.0","957","4.0","2054"
"970","3.0","3.0","10","10","525","4.0","3.0","958","4.0","2054"
"971","3.0","3.0","10","10","526","4.0","3.0","959","4.0","2054"
"972","3.0","3.0","10","10","526","4.0","3.0","960","4.0","2054"
"973","3.0","3.0","10","10","526","4.0","3.0","961","4.0","2054"
"974","3.0","3.0","10","10","526","4.0","3.0","962","4.0","2054"
"975","3.0","3.0","10","10","527","4.0","3.0","963","4.0","2054"
"976","3.0","3.0","10","10","527","4.0","3.0","964","4.0","2054"
"977","3.0","3.0","10","10","527","4.0","3.0","965","4.0","2054"
"978","3.0","3.0","10","10","528","4.0","3.0","966","4.0","2054"
"979","3.0","3.0","10","10","528","4.0","3.0","967","4.0","2054"
"980","3.0","3.0","10","10","530","4.0","3.0","968","4.0","2054"
"981","3.0","3.0","10","10","530","4.0","3.0","969","4.0","2054"
"982","3.0","3.0","10","10","531","4.0","3.0","970","4.0","2054"
"983","3.0","3.0","10","10","531","4.0","3.0","971","4.0","2054"
"984","3.0","3.0","10","10","535","4.0","3.0","972","4.0","2054"
"985","3.0","3.0","10","10","536","4.0","3.0","973","4.0","2054"
"986","3.0","3.0","10","10","537","4.0","3.0","974","4.0","2054"
"987","3.0","3.0","10","10","537","4.0","3.0","975","4.0","2054"
"988","3.0","3.0","10","10","538","4.0","3.0","976","4.0","2054"
"989","3.0","3.0","10","10","538","4.0","3.0","977","4.0","2054"
"990","3.0","3.0","10","10","538","4.0","3.0","978","4.0","2054"
"991","3.0","3.0","10","10","538","4.0","3.0","979","4.0","2054"
"992","3.0","3.0","10","10","538","4.0","3.0","980","4.0","2054"
"993","3.0","3.0","10","10","539","4.0","3.0","981","4.0","2054"
"994","3.0","3.0","10","10","539","4.0","3.0","982","4.0","2054"
"995","3.0","3.0","10","10","539","4.0","3.0","983","4.0","2054"
"996","3.0","3.0","10","10","542","4.0","3.0","984","4.0","2054"
"997","3.0","3.0","10","10","542","4.0","3.0","985","4.0","2054"
"998","3.0","3.0","10","10","542","4.0","3.0","986","4.0","2054"
"999","3.0","3.0","10","10","544","4.0","3.0","987","4.0","2054"
"1000","3.0","3.0","10","10","546","4.0","3.0","988","4.0","2054"
"1001","3.0","3.0","10","10","548","4.0","3.0","989","4.0","2054"
"1002","3.0","3.0","10","10","549","4.0","3.0","990","4.0","2054"
"1003","3.0","3.0","10","10","550","4.0","3.0","991","4.0","2054"
"1004","3.0","3.0","10","10","550","4.0","3.0","992","4.0","2054"
"1005","3.0","3.0","10","10","553","4.0","3.0","993","4.0","2054"
"1006","3.0","3.0","10","10","553","4.0","3.0","994","4.0","2054"
"1007","3.0","3.0","10","10","553","4.0","3.0","995","4.0","2054"
"1008","3.0","3.0","10","10","553","4.0","3.0","996","4.0","2054"
"1009","3.0","3.0","10","10","554","4.0","3.0","997","4.0","2054"
"1010","3.0","3.0","10","10","555","4.0","3.0","998","4.0","2054"
"1011","3.0","3.0","10","10","555","4.0","3.0","999","4.0","2054"
"1012","3.0","3.0","10","10","558","4.0","3.0","1000","4.0","2054"
"1013","3.0","3.0","10","10","558","4.0","3.0","1001","4.0","2054"
"1014","3.0","3.0","10","10","559","4.0","3.0","1002","4.0","2054"
"1015","3.0","3.0","10","10","559","4.0","3.0","1003","4.0","2054"
"1016","3.0","3.0","10","10","559","4.0","3.0","1004","4.0","2054"
"1017","3.0","3.0","10","10","560","4.0","3.0","1005","4.0","2054"
"1018","3.0","3.0","10","10","561","4.0","3.0","1006","4.0","2054"
"1019","3.0","3.0","10","10","561","4.0","3.0","1007","4.0","2054"
"1020","3.0","3.0","10","10","561","4.0","3.0","1008","4.0","2054"
"1021","3.0","3.0","10","10","561","4.0","3.0","1009","4.0","2054"
"1022","3.0","3.0","10","10","561","4.0","3.0","1010","4.0","2054"
"1023","3.0","3.0","10","10","563","4.0","3.0","1011","4.0","2054"
"1024","3.0","3.0","10","10","564","4.0","3.0","1012","4.0","2054"
"1025","3.0","3.0","10","10","564","4.0","3.0","1013","4.0","2054"
"1026","3.0","3.0","10","10","564","4.0","3.0","1014","4.0","2054"
"1027","3.0","3.0","10","10","567","4.0","3.0","1015","4.0","2054"
"1028","3.0","3.0","10","10","568","4.0","3.0","1016","4.0","2054"
"1029","3.0","3.0","10","10","568","4.0","3.0","1017","4.0","2054"
"1030","3.0","3.0","10","10","569","4.0","3.0","1018","4.0","2054"
"1031","3.0","3.0","10","10","570","4.0","3.0","1019","4.0","2054"
"1032","3.0","3.0","10","10","571","4.0","3.0","1020","4.0","2054"
"1033","3.0","3.0","10","10","576","4.0","3.0","1021","4.0","2054"
"1034","3.0","3.0","10","10","576","4.0","3.0","1022","4.0","2054"
"1035","3.0","3.0","10","10","576","4.0","3.0","1023","4.0","2054"
"1036","3.0","3.0","10","10","578","4.0","3.0","1024","4.0","2054"
"1037","3.0","3.0","10","10","579","4.0","3.0","1025","4.0","2054"
"1038","3.0","3.0","10","10","579","4.0","3.0","1026","4.0","2054"
"1039","3.0","3.0","10","10","580","4.0","3.0","1027","4.0","2054"
"1040","3.0","3.0","10","10","580","4.0","3.0","1028","4.0","2054"
"1041","3.0","3.0","10","10","581","4.0","3.0","1029","4.0","2054"
"1042","3.0","3.0","10","10","581","4.0","3.0","1030","4.0","2054"
"1043","3.0","3.0","10","10","582","4.0","3.0","1031","4.0","2054"
"1044","3.0","3.0","10","10","584","4.0","3.0","1032","4.0","2054"
"1045","3.0","3.0","10","10","584","4.0","3.0","1033","4.0","2054"
"1046","3.0","3.0","10","10","585","4.0","3.0","1034","4.0","2054"
"1047","3.0","3.0","10","10","585","4.0","3.0","1035","4.0","2054"
"1048","3.0","3.0","10","10","586","4.0","3.0","1036","4.0","2054"
"1049","3.0","3.0","10","10","586","4.0","3.0","1037","4.0","2054"
"1050","3.0","3.0","10","10","586","4.0","3.0","1038","4.0","2054"
"1051","3.0","3.0","10","10","588","4.0","3.0","1039","4.0","2054"
"1052","3.0","3.0","10","10","590","4.0","3.0","1040","4.0","2054"
"1053","3.0","3.0","10","10","590","4.0","3.0","1041","4.0","2054"
"1054","3.0","3.0","10","10","591","4.0","3.0","1042","4.0","2054"
"1055","3.0","3.0","10","10","592","4.0","3.0","1043","4.0","2054"
"1056","3.0","3.0","10","10","592","4.0","3.0","1044","4.0","2054"
"1057","3.0","3.0","10","10","592","4.0","3.0","1045","4.0","2054"
"1058","3.0","3.0","10","10","593","4.0","3.0","1046","4.0","2054"
"1059","3.0","3.0","10","10","593","4.0","3.0","1047","4.0","2054"
"1060","3.0","3.0","10","10","594","4.0","3.0","1048","4.0","2054"
"1061","3.0","3.0","10","10","594","4.0","3.0","1049","4.0","2054"
"1062","3.0","3.0","10","10","594","4.0","3.0","1050","4.0","2054"
"1063","3.0","3.0","10","10","595","4.0","3.0","1051","4.0","2054"
"1064","3.0","3.0","10","10","595","4.0","3.0","1052","4.0","2054"
"1065","3.0","3.0","10","10","597","4.0","3.0","1053","4.0","2054"
"1066","3.0","3.0","10","10","598","4.0","3.0","1054","4.0","2054"
"1067","3.0","3.0","10","10","598","4.0","3.0","1055","4.0","2054"
"1068","3.0","3.0","10","10","598","4.0","3.0","1056","4.0","2054"
"1069","3.0","3.0","10","10","598","4.0","3.0","1057","4.0","2054"
"1070","3.0","3.0","10","10","601","4.0","3.0","1058","4.0","2054"
"1071","3.0","3.0","10","10","601","4.0","3.0","1059","4.0","2054"
"1072","3.0","3.0","10","10","601","4.0","3.0","1060","4.0","2054"
"1073","3.0","3.0","10","10","601","4.0","3.0","1061","4.0","2054"
"1074","3.0","3.0","10","10","602","4.0","3.0","1062","4.0","2054"
"1075","3.0","3.0","10","10","602","4.0","3.0","1063","4.0","2054"
"1076","3.0","3.0","10","10","603","4.0","3.0","1064","4.0","2054"
"1077","3.0","3.0","10","10","603","4.0","3.0","1065","4.0","2054"
"1078","3.0","3.0","10","10","604","4.0","3.0","1066","4.0","2054"
"1079","3.0","3.0","10","10","604","4.0","3.0","1067","4.0","2054"
"1080","3.0","3.0","10","10","605","4.0","3.0","1068","4.0","2054"
"1081","3.0","3.0","10","10","605","4.0","3.0","1069","4.0","2054"
"1082","3.0","3.0","10","10","613","4.0","3.0","1070","4.0","2054"
"1083","3.0","3.0","10","10","614","4.0","3.0","1071","4.0","2054"
"1084","3.0","3.0","10","10","618","4.0","3.0","1072","4.0","2054"
"1085","3.0","3.0","10","10","618","4.0","3.0","1073","4.0","2054"
"1086","3.0","3.0","10","10","619","4.0","3.0","1074","4.0","2054"
"1087","3.0","3.0","10","10","620","4.0","3.0","1075","4.0","2054"
"1088","3.0","3.0","10","10","620","4.0","3.0","1076","4.0","2054"
"1089","3.0","3.0","10","10","621","4.0","3.0","1077","4.0","2054"
"1090","3.0","3.0","10","10","621","4.0","3.0","1078","4.0","2054"
"1091","3.0","3.0","10","10","621","4.0","3.0","1079","4.0","2054"
"1092","3.0","3.0","10","10","623","4.0","3.0","1080","4.0","2054"
"1093","3.0","3.0","10","10","624","4.0","3.0","1081","4.0","2054"
"1094","3.0","3.0","10","10","624","4.0","3.0","1082","4.0","2054"
"1095","3.0","3.0","10","10","625","4.0","3.0","1083","4.0","2054"
"1096","3.0","3.0","10","10","626","4.0","3.0","1084","4.0","2054"
"1097","3.0","3.0","10","10","626","4.0","3.0","1085","4.0","2054"
"1098","3.0","3.0","10","10","628","4.0","3.0","1086","4.0","2054"
"1099","3.0","3.0","10","10","628","4.0","3.0","1087","4.0","2054"
"1100","3.0","3.0","10","10","629","4.0","3.0","1088","4.0","2054"
"1101","3.0","3.0","10","10","629","4.0","3.0","1089","4.0","2054"
"1102","3.0","3.0","10","10","629","4.0","3.0","1090","4.0","2054"
"1103","3.0","3.0","11","10","633","4.0","3.0","1091","4.0","2054"
"1104","3.0","3.0","11","10","633","4.0","3.0","1092","4.0","2054"
"1105","3.0","3.0","11","10","633","4.0","3.0","1093","4.0","2054"
"1106","3.0","3.0","11","10","633","4.0","3.0","1094","4.0","2054"
"1107","3.0","3.0","11","10","635","4.0","3.0","1095","4.0","2054"
"1108","3.0","3.0","11","10","635","4.0","3.0","1096","4.0","2054"
"1109","3.0","3.0","11","10","635","4.0","3.0","1097","4.0","2054"
"1110","3.0","3.0","11","10","636","4.0","3.0","1098","4.0","2054"
"1111","3.0","3.0","11","10","637","4.0","3.0","1099","4.0","2054"
"1112","3.0","3.0","11","10","637","4.0","3.0","1100","4.0","2054"
"1113","3.0","3.0","11","10","637","4.0","3.0","1101","4.0","2054"
"1114","3.0","3.0","11","10","638","4.0","3.0","1102","4.0","2054"
"1115","3.0","3.0","11","10","638","4.0","3.0","1103","4.0","2054"
"1116","3.0","3.0","11","10","639","4.0","3.0","1104","4.0","2054"
"1117","3.0","3.0","11","10","640","4.0","3.0","1105","4.0","2054"
"1118","3.0","3.0","11","10","640","4.0","3.0","1106","4.0","2054"
"1119","3.0","3.0","11","10","640","4.0","3.0","1107","4.0","2054"
"1120","3.0","3.0","11","10","640","4.0","3.0","1108","4.0","2054"
"1121","3.0","3.0","11","10","641","4.0","3.0","1109","4.0","2054"
"1122","3.0","3.0","11","10","641","4.0","3.0","1110","4.0","2054"
"1123","3.0","3.0","11","10","641","4.0","3.0","1111","4.0","2054"
"1124","3.0","3.0","11","10","642","4.0","3.0","1112","4.0","2054"
"1125","3.0","3.0","11","10","642","4.0","3.0","1113","4.0","2054"
"1126","3.0","3.0","11","10","643","4.0","3.0","1114","4.0","2054"
"1127","3.0","3.0","11","10","643","4.0","3.0","1115","4.0","2054"
"1128","3.0","3.0","11","10","643","4.0","3.0","1116","4.0","2054"
"1129","3.0","3.0","11","10","644","4.0","3.0","1117","4.0","2054"
"1130","3.0","3.0","11","10","644","4.0","3.0","1118","4.0","2054"
"1131","3.0","3.0","11","10","644","4.0","3.0","1119","4.0","2054"
"1132","3.0","3.0","11","10","645","4.0","3.0","1120","4.0","2054"
"1133","3.0","3.0","11","10","646","4.0","3.0","1121","4.0","2054"
"1134","3.0","3.0","11","10","646","4.0","3.0","1122","4.0","2054"
"1135","3.0","3.0","11","10","646","4.0","3.0","1123","4.0","2054"
"1136","3.0","3.0","11","10","646","4.0","3.0","1124","4.0","2054"
"1137","3.0","3.0","11","10","647","4.0","3.0","1125","4.0","2054"
"1138","3.0","3.0","11","10","648","4.0","3.0","1126","4.0","2054"
"1139","3.0","3.0","11","10","648","4.0","3.0","1127","4.0","2054"
"1140","3.0","3.0","11","10","648","4.0","3.0","1128","4.0","2054"
"1141","3.0","3.0","11","10","649","4.0","3.0","1129","4.0","2054"
"1142","3.0","3.0","11","10","651","4.0","3.0","1130","4.0","2054"
"1143","3.0","3.0","11","10","651","4.0","3.0","1131","4.0","2054"
"1144","3.0","3.0","11","10","652","4.0","3.0","1132","4.0","2054"
"1145","3.0","3.0","11","10","653","4.0","3.0","1133","4.0","2054"
"1146","3.0","3.0","11","10","654","4.0","3.0","1134","4.0","2054"
"1147","3.0","3.0","11","10","654","4.0","3.0","1135","4.0","2054"
"1148","3.0","3.0","11","10","654","4.0","3.0","1136","4.0","2054"
"1149","3.0","3.0","11","10","655","4.0","3.0","1137","4.0","2054"
"1150","3.0","3.0","11","10","655","4.0","3.0","1138","4.0","2054"
"1151","3.0","3.0","11","10","655","4.0","3.0","1139","4.0","2054"
"1152","3.0","3.0","11","10","656","4.0","3.0","1140","4.0","2054"
"1153","3.0","3.0","11","10","656","4.0","3.0","1141","4.0","2054"
"1154","3.0","3.0","11","10","657","4.0","3.0","1142","4.0","2054"
"1155","3.0","3.0","11","10","658","4.0","3.0","1143","4.0","2054"
"1156","3.0","3.0","11","10","660","4.0","3.0","1144","4.0","2054"
"1157","3.0","3.0","11","10","662","4.0","3.0","1145","4.0","2054"
"1158","3.0","3.0","11","10","663","4.0","3.0","1146","4.0","2054"
"1159","3.0","3.0","11","10","664","4.0","3.0","1147","4.0","2054"
"1160","3.0","3.0","11","10","665","4.0","3.0","1148","4.0","2054"
"1161","3.0","3.0","11","10","665","4.0","3.0","1149","4.0","2054"
"1162","3.0","3.0","11","10","665","4.0","3.0","1150","4.0","2054"
"1163","3.0","3.0","11","10","665","4.0","3.0","1151","4.0","2054"
"1164","3.0","3.0","11","10","668","4.0","3.0","1152","4.0","2054"
"1165","3.0","3.0","11","10","668","4.0","3.0","1153","4.0","2054"
"1166","3.0","3.0","11","10","669","4.0","3.0","1154","4.0","2054"
"1167","3.0","3.0","11","10","669","4.0","3.0","1155","4.0","2054"
"1168","3.0","3.0","11","10","669","4.0","3.0","1156","4.0","2054"
"1169","3.0","3.0","11","10","669","4.0","3.0","1157","4.0","2054"
"1170","3.0","3.0","11","10","669","4.0","3.0","1158","4.0","2054"
"1171","3.0","3.0","11","10","670","4.0","3.0","1159","4.0","2054"
"1172","3.0","3.0","11","10","671","4.0","3.0","1160","4.0","2054"
"1173","3.0","3.0","11","10","671","4.0","3.0","1161","4.0","2054"
"1174","3.0","3.0","11","10","672","4.0","3.0","1162","4.0","2054"
"1175","3.0","3.0","11","10","676","4.0","3.0","1163","4.0","2054"
"1176","3.0","3.0","11","10","676","4.0","3.0","1164","4.0","2054"
"1177","3.0","3.0","11","10","676","4.0","3.0","1165","4.0","2054"
"1178","3.0","3.0","11","10","677","4.0","3.0","1166","4.0","2054"
"1179","3.0","3.0","11","10","677","4.0","3.0","1167","4.0","2054"
"1180","3.0","3.0","11","10","677","4.0","3.0","1168","4.0","2054"
"1181","3.0","3.0","11","10","677","4.0","3.0","1169","4.0","2054"
"1182","3.0","3.0","11","10","678","4.0","3.0","1170","4.0","2054"
"1183","3.0","3.0","11","10","678","4.0","3.0","1171","4.0","2054"
